id;opis;energia_(kcal);woda_(g);masa_kałowa_(g);białko_(g);tłuszcze_(g);węglowodany_(g);cukry_proste_(g);tłuszcze_nasycone_(g);witamina_d_(µg);----;----;----
16614;MORNNGSTR FRMS BRKFST SNDWCH SCRMBL&CHS ENG MUFF,FRZ,UNPRP;149;58,8;7,1;10,4;4,8;18,9;0,6;2,2;;0,082111436950147;0,183875;31,5
16615;MORNINGSTAR FARMS CHIPOTLE BLACK BEAN CRUMBLES,FRZ,UNPREP;122;69,3;2;14,4;4,1;10,2;1,4;0,6;;0,069686411149826;0,16925;7,28571428571429
16616;MORNINGSTAR FARMS GARDEN VEGGIE NUGGETS,FRZ,UNPREP;197;58,7;2,6;9,6;12,2;16,9;3,5;1,1;;0,118863049095607;0,245375;4,82857142857143
16617;MORNINGSTAR FARMS SPICY BLK BEAN ENCHILADA ENTREE,FRZ,UNPREP;123;71;2,1;5,8;5,2;15,9;1,8;1,6;;0,12639405204461;0,147875;8,83333333333333
16618;MORNINGSTAR FARMS SPICY INDIAN VEGGIE BURGER,FRZ,UNPREP;189;58,6;3,6;9,2;11,6;17;2,2;1,5;;0,097883597883598;0,23725;7,72727272727273
16619;MORNINGSTAR FARMS TUSCAN GRNS & BNS,FRZ,UNPREP;112;72,9;3,2;5,9;6,3;11,7;2,3;3;;0,221757322175732;0,14375;5,08695652173913
17000;VEAL,AUSTRALIAN,RIB,RIB RST,LN,RAW;134;71,26;1,01;21,7;4,63;1,4;0;2,053;;0,074035340786152;0,187175;0
17001;"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,RAW";267;60,7;0,88;16,88;21,59;0;;9,47;;0,246165843514427;0,3214;0
17002;"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,CKD";294;53,72;1,04;24,52;20,94;0;0;8,83;0,1;0,194236691597008;0,36265;0
17003;"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,RAW";134;73,42;1,06;20,29;5,25;0;;1,88;;0,073610023492561;0,1793125;0
17004;"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,CKD";206;61,96;1,14;28,22;9,52;0;;3,4;;0,09009009009009;0,271575;0
17005;"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,RAW";665;22,54;0,36;6,65;70,61;0;;32,24;;0,417292259901631;0,7476625;0
17006;"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,CKD";586;26,14;0,68;12,16;59,18;0;0;27,02;0,1;0,378749649565461;0,6678;0
17007;"LAMB,DOM,FORESHANK,LN&FAT,1/4""FAT,CHOIC,RAW";201;67,01;0,95;18,91;13,38;0;;5,83;;0,180551254258284;0,2519875;0
17008;"LAMB,DOM,FORESHANK,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD";243;56,8;0,91;28,37;13,46;0;0;5,63;0,1;0,134592397800622;0,3119125;0
17009;"LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,RAW";120;74,86;1,05;21,08;3,29;0;;1,18;;0,048420188756668;0,16465;0
17010;"LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD";187;61,79;0,94;31,01;6,02;0;;2,15;;0,058061031596003;0,2540125;0
17011;"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,RAW";230;64,32;0,94;17,91;17,07;0;;7,43;;0,21240708976558;0,2826375;0
17012;"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD";258;57,48;1,02;25,55;16,48;0;0;6,89;0,1;0,163930525814894;0,3244875;0
17013;"LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,RAW";128;74,11;1,07;20,56;4,51;0;;1,61;;0,064220183486239;0,1736;0
17014;"LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,CKD,RSTD";191;63,89;1,09;28,3;7,74;0;0;2,76;0,1;0,076581576026637;0,254275;0
17015;"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,RAW";201;67,17;0,98;18,58;13,49;0;;5,8;;0,180854381041472;0,251025;0
17016;"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD";225;60,66;1,05;26,41;12,45;0;;5,09;;0,130983015954709;0,2895625;0
17017;"LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,RAW";125;74,44;1,08;20,52;4,19;0;;1,5;;0,060704168352894;0,17015;0
17018;"LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,CKD,RSTD";180;64,92;1,1;28,17;6,67;0;;2,38;;0,068312284730195;0,2427625;0
17019;"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/4""FAT,CHOIC,RAW";272;60,3;0,89;16,94;22,11;0;;9,73;;0,249167733674776;0,326975;0
17020;"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD";292;54,13;0,99;24,63;20,67;0;;8,74;;0,192935982339956;0,3606375;0
17021;"LAMB,DOM,LEG,SIRLOIN HALF,LN,1/4""FAT,CHOIC,RAW";134;73,57;1,07;20,55;5,08;0;;1,82;;0,071010534529848;0,1792375;0
17022;"LAMB,DOM,LEG,SIRLOIN HALF,LN,1/4""FAT,CHOIC,CKD,RSTD";204;62,49;1,09;28,35;9,17;0;;3,28;;0,087420042643923;0,2688875;0
17023;"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,RAW";310;56,55;0,84;16,32;26,63;0;;11,76;;0,273806752037253;0,3683;0
17024;"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD";316;51,57;1,09;25,17;23,08;0;0;9,83;0,1;0,203730569948187;0,3881125;0
17025;"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD";309;52,5;1,16;22,55;23,59;0;0;10,24;0,1;0,221933246640659;0,3768375;0
17026;"LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,RAW";143;72,55;1,06;20,88;5,94;0;;2,13;;0,079418344519016;0,1899;0
17027;"LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,CKD,BRLD";216;60,98;1,24;29,99;9,73;0;0;3,48;0,1;0,08761329305136;0,2847375;0
17028;"LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,CKD,RSTD";202;62,76;1,35;26,59;9,76;0;;3,72;;0,102338376891334;0,2637875;0
17029;"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,RAW";372;50,8;0,74;14,52;34,39;0;;15,16;;0,309957063995093;0,43465;0
17030;"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD";361;47,06;1,14;22,13;29,59;0;0;12,7;0,1;0,245552977571539;0,4342125;0
17031;"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD";359;47,89;0,93;21,12;29,82;0;;12,77;;0,25068708284256;0,4302;0
17032;"LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,RAW";169;70,44;1,01;19,98;9,23;0;;3,3;;0,112975008558713;0,217175;0
17033;"LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,CKD,BRLD";235;58,83;1,4;27,74;12,95;0;0;4,65;0,1;0,114278692553453;0,302875;0
17034;"LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,CKD,RSTD";232;60,13;1,07;26,16;13,31;0;;4,76;;0,120597922472764;0,2966;0
17035;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,RAW";264;61,39;0,89;16,58;21,45;0;0;9,28;0,1;0,244017880620563;0,318125;0
17036;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,BRSD";344;45,2;1,54;28,68;24,55;0;;10,34;;0,194251362013902;0,42475;0
17037;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,BRLD";278;55,03;1,31;24,42;19,26;0;;8,04;;0,184065934065934;0,345225;0
17038;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD";276;56,26;1,21;22,51;19,97;0;0;8,44;0,1;0,198681732580038;0,3403875;0
17039;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,RAW";144;72,99;1,04;19,55;6,76;0;0;2,42;0,1;0,091980235651843;0,1897875;0
17040;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,BRSD";283;49,96;1,75;32,81;15,89;0;;6,17;;0,126694045174538;0,3639625;0
17041;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,BRLD";210;61,38;1,45;27,12;10,5;0;0;3,88;0,1;0,103136629452419;0,2745;0
17042;"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,RSTD";204;63,32;1,33;24,94;10,77;0;0;4,08;0,1;0,114253710445253;0,263575;0
17043;"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,RAW";260;61,76;0,9;16,79;20,9;0;;9,15;;0,242769965508092;0,3139375;0
17044;"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD";346;44,22;1,1;30,39;24;0;;9,87;;0,181467181467181;0,4299375;0
17045;"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD";281;54,69;1,31;24,44;19,55;0;;8,37;;0,19027051602637;0,34825;0
17046;"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD";279;55,92;1,21;22,53;20,24;0;;8,74;;0,204348842646715;0,3432125;0
17047;"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,RAW";132;74,14;1,07;19,99;5,2;0;;1,86;;0,073838824930528;0,1769375;0
17048;"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,CKD,BRSD";279;49,32;1,22;35,54;14,08;0;;5,03;;0,101370415155179;0,362925;0
17049;"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,CKD,BRLD";200;62,28;1,48;27,71;9,02;0;;3,42;;0,093111897631364;0,2633875;0
17050;"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,CKD,RSTD";192;64,32;1,36;25,46;9,26;0;;3,59;;0,103398617511521;0,251725;0
17051;"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,RAW";259;61,9;0,89;16,63;20,86;0;;8,93;;0,238196852493998;0,3125375;0
17052;"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD";345;45,18;1,53;28,51;24,73;0;;10,29;;0,193275732531931;0,4254875;0
17053;"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD";278;55,92;1,15;23,08;19,94;0;0;8,18;0,1;0,190144119014412;0,34365;0
17054;"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD";281;55,85;1,19;22,25;20,61;0;;8,64;;0,20158656089594;0,3451625;0
17055;"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,RAW";151;72,36;1,03;19,29;7,63;0;;2,73;;0,101411589895988;0,1968625;0
17056;"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRSD";288;49,64;1,73;32,35;16,64;0;;6,37;;0,130026536027761;0,3685875;0
17057;"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRLD";211;62,46;1,26;25,48;11,32;0;;4,04;;0,109782608695652;0,27245;0
17058;"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,RSTD";209;62,82;1,31;24,61;11,57;0;;4,34;;0,119955776672195;0,2695125;0
17059;"LAMB,DOM,CUBED FOR STEW OR KABOB (LEG&SHLDR),LN,1/4""FAT,RAW";134;73,74;1,06;20,21;5,28;0;;1,89;;0,074146724205571;0,1791125;0
17060;"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRSD";223;56,23;1,77;33,69;8,8;0;0;3,15;0,1;0,074135090609555;0,2985625;0
17061;"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRLD";186;63,53;1,48;28,08;7,33;0;;2,62;;0,073990398192601;0,2488;0
17062;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,RAW;277;59,8;0,92;16,74;22,74;0;;11,57;;0,29305977710233;0,332025;0
17063;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,CKD;305;51,15;1,37;24,42;22,26;0;;11,05;;0,236718080548415;0,375225;0
17064;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN,RAW;128;73,78;1,12;20,75;4,41;0;;1,88;;0,074721780604134;0,1737875;0
17065;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN,CKD;206;59,95;1,6;29,59;8,86;0;;3,86;;0,100390117035111;0,2735375;0
17066;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,RAW;640;25,56;0,42;6,92;67,63;0;;35,29;;0,473373574782026;0,71955;0
17067;LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,CKD;586;26,12;0,71;9,72;60,39;0;;31,51;;0,449436599629154;0,66465;0
17068;LAMB,NZ,IMP,FORE-SHANK,LN & FAT,RAW;183;68,69;0,93;20,09;11,38;0,09;0;4,621;0;0,146419518377693;0,2397;0
17069;LAMB,NZ,IMP,FORE-SHANK,LN & FAT,CKD,BRSD;256;55,58;0,89;30,35;14,99;0,03;0;5,56;0,1;0,12254793916685;0,3397;0
17070;LAMB,NZ,IMP,FORE-SHANK,LN,RAW;122;74,49;1,02;22,05;3,77;0;0;1,278;0;0,049496514329977;0,1755125;0
17071;LAMB,NZ,IMP,FORE-SHANK,LN,CKD,BRSD;209;59,33;0,96;33,31;8,4;0;0;2,631;0;0,063078398465596;0,2921875;0
17072;LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN & FAT,RAW;206;66,75;0,95;18,64;14,52;0,13;0;5,902;0;0,177290477620907;0,2621875;0
17073;LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,CKD,RSTD;246;57,87;1,39;24,81;15,56;0;;7,61;;0,188506316571712;0,3106625;0
17074;LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN,RAW;126;74,35;1,08;21,1;4,64;0;0;1,512;0;0,058741258741259;0,178275;0
17075;LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN,CKD,RSTD;181;63,92;1,52;27,68;7,01;0;;3,05;;0,087921591236668;0,2431;0
17076;LAMB,NZ,IMP,LOIN CHOP,LN & FAT,RAW;298;56,89;0,82;15,4;26,19;0,22;0;11,161;0,1;0,266945706768716;0,358975;0
17077;LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,CKD,BRLD;315;50,44;1,3;23,43;23,88;0;0;11,96;0,1;0,25280067638977;0,3852375;0
17078;LAMB,NZ,IMP,LOIN CHOP,LN,RAW;142;71,4;1,05;19,98;6,88;0;0;2,764;0;0,102903946388682;0,193675;0
17079;LAMB,NZ,IMP,FRZ,LOIN,LN,CKD,BRLD;199;60,86;1,55;29,31;8,24;0;;3,58;;0,095339547270306;0,2655875;0
17080;LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,RAW;240;62,78;0,84;18,12;18,52;0,13;0;7,229;0;0,196600489529508;0,2989375;0
17081;LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,CKD,FAST RSTD;253;59,66;0,98;22,06;18,29;0,04;0;7,066;0;0,174944293141867;0,320925;0
17082;LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,RAW;160;70,24;0,94;20,65;8,61;0;0;2,782;0;0,095078605604921;0,2151625;0
17083;LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,CKD,FAST RSTD;193;64,96;1,09;24,43;10,63;0;0;3,664;0;0,104506560182544;0,2589875;0
17084;LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN & FAT,RAW;272;61,07;0,8;16,16;22,89;0,24;0;9,855;0,2;0,250827182489183;0,3308;0
17085;LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,BRSD;357;42,64;1,58;28,21;26,27;0;;12,74;;0,233847283406755;0,4390125;0
17086;LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN,RAW;154;72,51;0,98;19,72;8,3;0;0;3,371;0,2;0,120306923625981;0,20625;0
17087;LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD;285;47,86;1,85;34,06;15,5;0;;6,81;;0,137409200968523;0,367875;0
17088;VEAL,COMP OF RTL CUTS,LN&FAT,RAW;144;72,84;1,04;19,35;6,77;0;;2,79;;0,106814701378254;0,1886375;0
17089;VEAL,COMP OF RTL CUTS,LN&FAT,CKD;231;57,08;1,2;30,1;11,39;0;0;4,28;0;0,103157387322246;0,302025;0
17090;VEAL,COMP OF RTL CUTS,LN,RAW;112;75,91;1,08;20,2;2,87;0;;0,86;;0,037277850021673;0,15495;0
17091;VEAL,COMP OF RTL CUTS,LN,CKD;196;60,16;1,23;31,9;6,58;0;0;1,84;0;0,047817047817048;0,265175;0
17092;VEAL,COMP OF RTL CUTS,FAT,RAW;638;24,77;0,43;6,02;67,83;0;;32,92;;0,445768449559919;0,715925;0
17093;VEAL,COMP OF RTL CUTS,FAT,CKD;642;21,65;0,82;9,42;66,74;0;;32,39;;0,425288865546219;0,726275;0
17094;VEAL,LEG (TOP RND),LN&FAT,RAW;117;74,8;1,12;20,98;3,08;0;0;1,18;0;0,049044056525353;0,161925;0
17095;VEAL,LEG (TOP RND),LN&FAT,CKD,BRSD;211;55,49;1,95;36,16;6,33;0;0;2,53;0;0,059543421981643;0,2893;0
17096;VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED;238;51,31;2,31;27,29;9,18;9,91;0,57;3,06;0;0,078266494178525;0,299525;17,3859649122807
17097;VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,NOT BREADED;211;58,34;1,4;31,75;8,35;0;0;3,16;0;0,078802992518703;0,2819375;0
17098;VEAL,LEG (TOP RND),LN&FAT,CKD,RSTD;160;66,1;1,49;27,7;4,65;0;0;1,84;0;0,056877897990727;0,219625;0
17099;VEAL,LEG (TOP RND),LN,RAW;107;75,82;1,14;21,28;1,76;0;;0,53;;0,023003472222222;0,1506;0
17100;VEAL,LEG (TOP RND),LN,CKD,BRSD;203;56,18;1,97;36,71;5,09;0;;1,92;;0,045933014354067;0,2803375;0
17101;VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,BREADED;216;53,14;2,34;28,41;6,27;9,84;0,57;1,6;0;0,04874213836478;0,2771625;17,2631578947368
17102;VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,NOT BREADED;183;60,68;1,44;33,17;4,62;0;0;1,29;0;0,034136014818735;0,2535125;0
17103;VEAL,LEG (TOP RND),LN,CKD,RSTD;150;67,01;1,5;28,07;3,39;0;;1,22;;0,038779402415766;0,2093375;0
17104;VEAL,LOIN,LN&FAT,RAW;177;69,44;0,96;20,07;10,07;0,07;0;3,607;1,7;0,119397550479974;0,2264;0
17105;VEAL,LOIN,LN&FAT,CKD,BRSD;284;52,02;1,11;30,19;17,21;0;0;6,73;0;0,141983122362869;0,3607875;0
17106;VEAL,LOIN,LN&FAT,CKD,RSTD;217;60,73;1,38;24,8;12,32;0;0;5,26;0;0,141702586206897;0,2782;0
17107;VEAL,LOIN,LN,RAW;114;74,79;1,04;21,85;2,9;0;0;1,121;1,2;0,045292929292929;0,1655625;0
17108;VEAL,LOIN,LN,CKD,BRSD;226;56,96;1,15;33,57;9,15;0;0;2,55;0;0,059691011235955;0,3013125;0
17109;VEAL,LOIN,LN,CKD,RSTD;175;64,59;1,43;26,32;6,94;0;0;2,58;0;0,077570655441972;0,2339;0
17110;VEAL,RIB,LN&FAT,RAW;162;71,15;0,97;18,86;9,01;0;;3,71;;0,133118048080373;0,207975;0
17111;VEAL,RIB,LN&FAT,CKD,BRSD;251;53,33;1,68;32,43;12,53;0;0;4,95;0;0,110097864768683;0,3279875;0
17112;VEAL,RIB,LN&FAT,CKD,RSTD;228;59,91;1,05;23,96;13,96;0;;5,41;;0,142668776371308;0,28935;0
17113;VEAL,RIB,LN,RAW;120;75,18;1,02;19,97;3,89;0;;1,17;;0,049036043587594;0,1637125;0
17114;VEAL,RIB,LN,CKD,BRSD;218;56,08;1,76;34,44;7,81;0;0;2,56;0;0,060591715976331;0,29335;0
17115;VEAL,RIB,LN,CKD,RSTD;177;64,64;1,08;25,76;7,44;0;;2,08;;0,062650602409639;0,2354;0
17116;VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,RAW;130;74,78;1,05;19,27;5,28;0;0;2,05;0;0,083503054989817;0,1732375;0
17117;VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,BRSD;228;56,4;1,24;32,06;10,14;0;0;3,75;0;0,088862559241706;0,301775;0
17118;VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,RSTD;184;65,31;1,4;25,32;8,42;0;;3,4;;0,10077059869591;0,24245;0
17119;VEAL,SHLDR,WHL (ARM&BLD),LN,RAW;112;76,58;1,07;19,79;3;0;;0,9;;0,039491004826678;0,1536875;0
17120;VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD;199;58,88;1,27;33,68;6,1;0;;1,7;;0,042735042735043;0,2715;0
17121;VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,RSTD;170;66,66;1,41;25,81;6,62;0;;2,5;;0,07708911501696;0,2275125;0
17122;VEAL,SHLDR,ARM,LN&FAT,RAW;132;74,05;1,08;19,34;5,44;0;0;2,26;0;0,091202582728007;0,175275;0
17123;VEAL,SHLDR,ARM,LN&FAT,CKD,BRSD;236;55,28;1,27;33,63;10,24;0;;3,96;;0,090266697059494;0,3125875;0
17124;VEAL,SHLDR,ARM,LN&FAT,CKD,RSTD;183;64,68;1,44;25,46;8,25;0;;3,51;;0,104123405517651;0,241625;0
17125;VEAL,SHLDR,ARM,LN,RAW;105;76,64;1,12;20,04;2,16;0;;0,65;;0,029279279279279;0,14685;0
17126;VEAL,SHLDR,ARM,LN,CKD,BRSD;201;58,2;1,31;35,73;5,33;0;;1,49;;0,036288358499757;0,2766125;0
17127;VEAL,SHLDR,ARM,LN,CKD,RSTD;164;66,47;1,47;26,13;5,81;0;;2,31;;0,072323105823419;0,2214125;0
17128;VEAL,SHLDR,BLADE CHOP,LN & FAT,RAW;148;72,6;0,97;18,72;7,61;0,03;0;2,701;1,5;0,102465857359636;0,1932125;0
17129;VEAL,SHLDR,BLADE,LN&FAT,CKD,BRSD;225;56,98;1,22;31,26;10,09;0;0;3,64;0;0,088029020556227;0,296275;0
17130;VEAL,SHLDR,BLADE,LN&FAT,CKD,RSTD;186;65,54;1,38;25,15;8,67;0;;3,46;;0,102306327616795;0,2438875;0
17131;VEAL,SHLDR,BLADE CHOP,LN,RAW;110;76,29;1,01;19,6;2,88;0;0;1,113;1,2;0,049510676156584;0,1513;0
17132;VEAL,SHLDR,BLADE,LN,CKD,BRSD;198;59,24;1,24;32,66;6,48;0;0;1,81;0;0,046244251405212;0,268925;0
17133;VEAL,SHLDR,BLADE,LN,CKD,RSTD;171;66,9;1,39;25,64;6,88;0;;2,57;;0,079028290282903;0,22905;0
17134;VEAL,SIRLOIN,LN&FAT,RAW;152;71,85;1,04;19,07;7,81;0;0;3,35;0;0,124627976190476;0,1972875;0
17135;VEAL,SIRLOIN,LN&FAT,CKD,BRSD;252;54,49;1,16;31,26;13,14;0;;5,18;;0,116666666666667;0,326775;0
17136;VEAL,SIRLOIN,LN&FAT,CKD,RSTD;202;62,66;1,39;25,14;10,45;0;0;4,51;0;0,126720989041866;0,261625;0
17137;VEAL,SIRLOIN,LN,RAW;110;75,94;1,09;20,2;2,59;0;;0,78;;0,034225537516455;0,15215;0
17138;VEAL,SIRLOIN,LN,CKD,BRSD;204;58,55;1,2;33,96;6,51;0;;1,82;;0,044971583889301;0,27735;0
17139;VEAL,SIRLOIN,LN,CKD,RSTD;168;65,74;1,44;26,32;6,22;0;;2,41;;0,074062692071297;0,2267;0
17140;VEAL,CUBED FOR STEW (LEG&SHLDR),LN,RAW;109;76,39;1,1;20,27;2,5;0;;0,75;;0,032938076416337;0,1516875;0
17141;VEAL,CUBED FOR STEW (LEG&SHLDR),LN,CKD,BRSD;188;59,29;1,89;34,94;4,31;0;;1,3;;0,03312101910828;0,261475;0
17142;VEAL,GROUND,RAW;197;66,16;0,93;18,58;13,06;0;0;5,108;1,3;0,161441213653603;0,246725;0
17143;VEAL,GROUND,CKD,BRLD;172;66,76;1,31;24,38;7,56;0;0;3,04;0;0,095178459611772;0,227975;0
17144;GAME MEAT,ANTELOPE,RAW;114;74,08;1,1;22,38;2,03;0;;0,74;;0,030315444489963;0,160175;0
17145;GAME MEAT,ANTELOPE,CKD,RSTD;150;65,9;1,45;29,45;2,67;0;;0,97;;0,030199252801993;0,2107625;0
17146;GAME MEAT,BEAR,RAW;161;71,2;0,7;20,1;8,3;0;;;;0;0,208625;0
17147;GAME MEAT,BEAR,CKD,SIMMRD;259;53,55;1,13;32,42;13,39;0;0;3,54;0;0,077275703994761;0,336525;0
17148;BISON,GROUND,GRASS-FED,CKD;179;65,09;1,02;25,45;8,62;0;0;3,489;0;0,102406809509833;0,2452625;0
17149;BISON,GROUND,GRASS-FED,RAW;146;71,59;0,91;20,23;7,21;0,05;0;2,917;0;0,106111313204802;0,198725;0
17150;GAME MEAT,BEAVER,RAW;146;70,97;1;24,05;4,8;0;;;;0;0,1983125;0
17151;GAME MEAT,BEAVER,CKD,RSTD;212;57,92;1,45;34,85;6,96;0;0;2,07;0;0,049509686677828;0,2874125;0
17152;GAME MEAT,BEEFALO,COMP OF CUTS,RAW;143;70,89;0,92;23,3;4,8;0;;2,04;;0,072597864768683;0,193625;0
17153;GAME MEAT,BEEFALO,COMP OF CUTS,CKD,RSTD;188;61,7;1,21;30,66;6,32;0;;2,68;;0,072471606273662;0,254825;0
17154;VEAL,AUSTRALIAN,FAT,RAW;509;38,1;0,5;9,91;52,17;0;0;23,564;;0,379574742268041;0,5836375;0
17155;VEAL,AUSTRALIAN,RIB,RIB RST,LN & FAT,RAW;201;65,35;0,92;19,6;13,1;1,15;0;5,886;;0,173884785819793;0,2578125;0
17156;GAME MEAT,BISON,LN,RAW;109;74,57;1,2;21,62;1,84;0;;0,69;;0,029411764705882;0,153525;0
17157;GAME MEAT,BISON,LN,CKD,RSTD;143;66,54;1,58;28,44;2,42;0;0;0,91;0;0,02948801036941;0,20195;0
17158;GAME MEAT,BOAR,WILD,RAW;122;72,54;0,97;21,51;3,33;0;;0,99;;0,039855072463768;0,1677375;0
17159;GAME MEAT,BOAR,WILD,CKD,RSTD;160;63,87;1,27;28,3;4,38;0;0;1,3;0;0,039779681762546;0,220675;0
17160;GAME MEAT,BUFFALO,H2O,RAW;99;76,3;1,05;20,39;1,37;0;;0,46;;0,021139705882353;0,1411375;0
